site,DateTime,NEE_raw,NEE_lag,NEE_lead,Rg,Tair,Ustar,qc_co2_flux,signal_strength,wind_dir,decision,reason
MD,1/3/25 0:00,-6.467019,0.58096,0.6272760000000002,0,-4.275,0.290151,0,100,303.144,keep,Modest winter-night NEE (-6.47); immediate neighbors 0.58/0.63; plot shows an isolated excursion (context -6.47 to 0.63); signal strong (100); QC 0; u* 0.290. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,1/10/25 23:30,-8.06988,-4.44044,-7.9104,0.00119698,-4.036,0.145117,2,67,210.591,keep,Modest winter-night NEE (-8.07); immediate neighbors -4.44/-7.91; plot shows a coherent run of 2 half-hours below -5 (context -8.07 to 7.15); signal moderate (67); QC 2; u* 0.145. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,1/11/25 0:00,-7.9104,-8.06988,-2.016549,8.47378e-4,-4.036,0.178204,2,72,216.689,keep,Modest winter-night NEE (-7.91); immediate neighbors -8.07/-2.02; plot shows a coherent run of 2 half-hours below -5 (context -8.07 to 7.15); signal acceptable (72); QC 2; u* 0.178. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,1/20/25 7:30,-9.03789,10.41441,-2.84829,0.0024122,-16.581,0.317167,2,49,278.82,keep,Modest winter-night NEE (-9.04); immediate neighbors 10.41/-2.85; plot shows an isolated excursion (context -9.04 to 10.41); signal low (49); QC 2; u* 0.317. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,1/20/25 8:30,-5.93216,-2.84829,0.010565000000000047,8.63872,-16.514,0.405845,2,59,279.378,keep,Modest winter-night NEE (-5.93); immediate neighbors -2.85/0.01; plot shows an isolated excursion (context -5.93 to 0.01); signal moderate (59); QC 2; u* 0.406. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,1/21/25 5:30,-8.33955,9.68924,9.01658,2.14002e-4,-17.369,0.269444,2,NA,292.511,keep,Modest winter-night NEE (-8.34); immediate neighbors 9.69/9.02; plot shows an isolated excursion (context -8.34 to 9.69); signal unavailable; QC 2; u* 0.269. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,1/23/25 7:30,-18.75751,-108.18871,-0.477255,5.51769e-4,-6.563,0.305496,0,100,352.082,remove,"Moderately large winter-night NEE (-18.76); immediate neighbors -108.19/-0.48; plot context is unstable/extreme (-108.19 to -0.48); signal strong (100); QC 0; u* 0.305. Preliminary removal because large magnitude, unstable surrounding fluxes indicate artifact risk."
MD,2/2/25 18:00,-8.81475,-7.25233,1.330511,5.91172,-1.036,0.114548,1,98,125.251,keep,Modest winter-night NEE (-8.81); immediate neighbors -7.25/1.33; plot shows a coherent run of 2 half-hours below -5 (context -8.81 to 12.47); signal strong (98); QC 1; u* 0.115. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,2/3/25 0:30,-9.34028,4.64356,-4.897211,0,1.0270000000000437,0.113553,1,92,222.705,keep,Modest winter-night NEE (-9.34); immediate neighbors 4.64/-4.90; plot shows an isolated excursion (context -9.34 to 8.30); signal strong (92); QC 1; u* 0.114. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,2/6/25 0:30,-5.277076,0.5566569,-5.97459,0,-4.95,0.560947,2,100,116.923,keep,Modest winter-night NEE (-5.28); immediate neighbors 0.56/-5.97; plot shows a coherent run of 2 half-hours below -5 (context -5.97 to 0.56); signal strong (100); QC 2; u* 0.561. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,2/6/25 1:00,-5.97459,-5.277076,-1.169124,0,-4.978,0.552931,2,100,115.124,keep,Modest winter-night NEE (-5.97); immediate neighbors -5.28/-1.17; plot shows a coherent run of 2 half-hours below -5 (context -5.97 to -1.17); signal strong (100); QC 2; u* 0.553. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,2/16/25 4:30,-12.36714,-2.404479,-3.22442,4.48081e-4,-3.955,0.388454,2,56,3.01559,remove,"Moderately large winter-night NEE (-12.37); immediate neighbors -2.40/-3.22; plot shows an isolated excursion (context -12.37 to -2.40); signal moderate (56); QC 2; u* 0.388. Preliminary removal because large magnitude, isolated reversal, QC 2 indicate artifact risk."
MD,2/16/25 5:30,-8.94408,-3.22442,0.23991000000000007,3.85105e-4,-4.202,0.406428,1,78,353.534,keep,Modest winter-night NEE (-8.94); immediate neighbors -3.22/0.24; plot shows an isolated excursion (context -8.94 to 0.24); signal acceptable (78); QC 1; u* 0.406. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,2/16/25 6:30,-7.2324,0.23991000000000007,-9.32718,4.74107e-4,-4.501,0.408273,2,95,352.768,keep,Modest winter-night NEE (-7.23); immediate neighbors 0.24/-9.33; plot shows a coherent run of 3 half-hours below -5 (context -12.39 to 1.03); signal strong (95); QC 2; u* 0.408. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,2/16/25 7:00,-9.32718,-7.2324,-7.3834,4.78299e-4,-4.58,0.473121,1,100,349.926,keep,Modest winter-night NEE (-9.33); immediate neighbors -7.23/-7.38; plot shows a coherent run of 3 half-hours below -5 (context -12.39 to 0.90); signal strong (100); QC 1; u* 0.473. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,2/16/25 7:30,-7.3834,-9.32718,0.19044499999999998,0.0579674,-4.672,0.472463,2,100,348.183,keep,Modest winter-night NEE (-7.38); immediate neighbors -9.33/0.19; plot shows a coherent run of 3 half-hours below -5 (context -12.39 to 0.90); signal strong (100); QC 2; u* 0.472. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,2/27/25 19:30,-7.03089,-4.705895,0.049175,0.0025409,2.2450000000000045,0.383401,2,83,303.111,keep,Modest winter-night NEE (-7.03); immediate neighbors -4.71/0.05; plot shows an isolated excursion (context -7.03 to 11.01); signal acceptable (83); QC 2; u* 0.383. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,3/3/25 20:00,-10.0383,1.0639100000000004,-7.24629,0,2.282000000000039,0.446305,2,59,170.668,keep,Borderline-large winter-night NEE (-10.04); immediate neighbors 1.06/-7.25; plot shows a coherent run of 2 half-hours below -5 (context -10.04 to 17.49); signal moderate (59); QC 2; u* 0.446. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,3/3/25 20:30,-7.24629,-10.0383,-0.37079,0,2.2760000000000105,0.394847,1,84,177.32,keep,Modest winter-night NEE (-7.25); immediate neighbors -10.04/-0.37; plot shows a coherent run of 2 half-hours below -5 (context -10.04 to 17.49); signal acceptable (84); QC 1; u* 0.395. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,3/5/25 1:00,-23.56598,16.24572,-15.665211,0,5.652000000000044,0.517156,1,26,109.581,remove,"Very large winter-night NEE (-23.57); immediate neighbors 16.25/-15.67; plot context is unstable/extreme (-33.60 to 36.16); signal very low (26); QC 1; u* 0.517. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
MD,3/5/25 1:30,-15.665211,-23.56598,36.264989,0,5.872000000000014,0.643592,0,30,112.272,remove,"Moderately large winter-night NEE (-15.67); immediate neighbors -23.57/36.26; plot context is unstable/extreme (-33.60 to 36.26); signal very low (30); QC 0; u* 0.644. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
MD,3/5/25 2:30,-7.21763,36.264989,33.2121,0,6.132000000000005,0.609443,2,38,113.29,remove,"Modest winter-night NEE (-7.22); immediate neighbors 36.26/33.21; plot context is unstable/extreme (-93.86 to 36.26); signal very low (38); QC 2; u* 0.609. Preliminary removal because weak signal, unstable surrounding fluxes, QC 2 indicate artifact risk."
MD,3/5/25 5:30,-27.161083,-93.66308,-24.6234,0,6.931,0.670339,2,29,121.121,remove,"Very large winter-night NEE (-27.16); immediate neighbors -93.66/-24.62; plot context is unstable/extreme (-93.66 to 33.01); signal very low (29); QC 2; u* 0.670. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes, QC 2 indicate artifact risk."
MD,3/5/25 6:00,-24.6234,-27.161083,31.2581,0,7.357000000000028,0.801871,1,35,127.528,remove,"Very large winter-night NEE (-24.62); immediate neighbors -27.16/31.26; plot context is unstable/extreme (-93.86 to 33.01); signal very low (35); QC 1; u* 0.802. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
MD,3/5/25 7:00,-18.77897,31.2581,-4.95684,0.0231045,8.078000000000031,0.735076,0,24,144.363,remove,"Moderately large winter-night NEE (-18.78); immediate neighbors 31.26/-4.96; plot context is unstable/extreme (-93.87 to 31.26); signal very low (24); QC 0; u* 0.735. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
MD,3/5/25 19:00,-22.93012,14.656659999999999,-18.07857,1.09682,0.34700000000003683,0.767217,1,75,309.005,remove,"Very large winter-night NEE (-22.93); immediate neighbors 14.66/-18.08; plot context is unstable/extreme (-22.93 to 46.66); signal acceptable (75); QC 1; u* 0.767. Preliminary removal because large magnitude, unstable surrounding fluxes indicate artifact risk."
MD,3/5/25 19:30,-18.07857,-22.93012,-2.574696,0.00780563,-0.3,0.755627,2,90,311.294,remove,"Moderately large winter-night NEE (-18.08); immediate neighbors -22.93/-2.57; plot context is unstable/extreme (-22.93 to 46.66); signal strong (90); QC 2; u* 0.756. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
MD,3/5/25 21:00,-7.21176,3.07653,0.8173199999999998,1.10945e-5,-1.249,0.922397,2,100,313.283,keep,Modest winter-night NEE (-7.21); immediate neighbors 3.08/0.82; plot context is unstable/extreme (-23.04 to 46.66); signal strong (100); QC 2; u* 0.922. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,11/7/25 2:30,-15.8542,3.3257794,14.40483,2.55421e-4,9.597000000000037,0.61728,0,89,194.652,remove,"Moderately large winter-night NEE (-15.85); immediate neighbors 3.33/14.40; plot shows an isolated excursion (context -18.56 to 14.40); signal acceptable (89); QC 0; u* 0.617. Preliminary removal because large magnitude, isolated reversal indicate artifact risk."
MD,11/7/25 3:30,-18.50859,14.40483,5.3822,0,7.624000000000024,0.171824,1,62,221.853,remove,"Moderately large winter-night NEE (-18.51); immediate neighbors 14.40/5.38; plot shows an isolated excursion (context -18.51 to 14.40); signal moderate (62); QC 1; u* 0.172. Preliminary removal because large magnitude, isolated reversal, u* near/below the 0.19 review reference indicate artifact risk."
MD,11/7/25 5:00,-10.50771,12.32741,4.668423,1.13411e-5,5.876000000000033,0.319062,1,70,180.521,remove,Borderline-large winter-night NEE (-10.51); immediate neighbors 12.33/4.67; plot shows an isolated excursion (context -18.56 to 14.35); signal acceptable (70); QC 1; u* 0.319. Conflicting evidence; unstable flux period
MD,11/9/25 2:30,-6.15208,11.20347,2.36411,2.17453e-4,-1.591,0.224142,1,64,81.2075,keep,Modest winter-night NEE (-6.15); immediate neighbors 11.20/2.36; plot shows an isolated excursion (context -6.15 to 11.20); signal moderate (64); QC 1; u* 0.224. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,11/25/25 22:30,-12.85523,-4.93629,0.9729650000000001,0,7.817000000000007,0.220323,2,13,207.528,remove,"Moderately large winter-night NEE (-12.86); immediate neighbors -4.94/0.97; plot shows an isolated excursion (context -12.86 to 10.83); signal very low (13); QC 2; u* 0.220. Preliminary removal because large magnitude, weak signal, isolated reversal, QC 2 indicate artifact risk."
MD,11/26/25 0:30,-6.46262,10.86488,0.19950999999999985,0,8.419,0.307407,1,86,195.219,keep,Modest winter-night NEE (-6.46); immediate neighbors 10.86/0.20; plot context is unstable/extreme (-55.17 to 10.86); signal acceptable (86); QC 1; u* 0.307. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,11/26/25 2:30,-18.12058,7.12608,-55.07194,0,8.783000000000015,0.495321,2,76,201.732,remove,"Moderately large winter-night NEE (-18.12); immediate neighbors 7.13/-55.07; plot context is unstable/extreme (-55.07 to 15.94); signal acceptable (76); QC 2; u* 0.495. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
MD,11/26/25 3:30,-6.93192,-55.07194,16.05398,0,5.347000000000037,0.750734,1,72,249.324,remove,Modest winter-night NEE (-6.93); immediate neighbors -55.07/16.05; plot context is unstable/extreme (-55.07 to 16.05); signal acceptable (72); QC 1; u* 0.751. Conflicting evidence; unstable flux period
MD,12/10/25 4:00,-8.39897,-255.5694,-13.86062,0,0.067,0.350625,2,54,134.58,remove,"Modest winter-night NEE (-8.40); immediate neighbors -255.57/-13.86; plot context is unstable/extreme (-255.57 to 31.73); signal low (54); QC 2; u* 0.351. Preliminary removal because unstable surrounding fluxes, QC 2 indicate artifact risk."
MD,12/10/25 4:30,-13.86062,-8.39897,4.953818,0,0.09,0.227869,2,79,129.069,remove,"Moderately large winter-night NEE (-13.86); immediate neighbors -8.40/4.95; plot context is unstable/extreme (-256.00 to 13.07); signal acceptable (79); QC 2; u* 0.228. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
MD,12/10/25 8:00,-18.392243,3.8996150000000003,-1.473495,0.0620329,-2.044,0.76814,0,49,30.5869,remove,"Moderately large winter-night NEE (-18.39); immediate neighbors 3.90/-1.47; plot shows an isolated excursion (context -18.39 to 5.17); signal low (49); QC 0; u* 0.768. Preliminary removal because large magnitude, weak signal, isolated reversal indicate artifact risk."
MD,12/12/25 21:00,-5.10376,2.1342285,2.205182,1.89347e-4,-2.757,0.385529,2,100,246.025,keep,Modest winter-night NEE (-5.10); immediate neighbors 2.13/2.21; plot shows an isolated excursion (context -5.10 to 3.23); signal strong (100); QC 2; u* 0.386. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,12/18/25 6:30,-7.38595,21.540014,-2.001083,0,3.8110000000000355,0.716486,2,48,170.992,keep,Modest winter-night NEE (-7.39); immediate neighbors 21.54/-2.00; plot shows an isolated excursion (context -21.20 to 21.54); signal low (48); QC 2; u* 0.716. Conflicting evidence; Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,12/18/25 7:30,-14.94207,-2.001083,4.5048,1.91566e-4,4.153999999999996,0.70281,2,65,176.456,remove,"Moderately large winter-night NEE (-14.94); immediate neighbors -2.00/4.50; plot shows an isolated excursion (context -21.20 to 21.47); signal moderate (65); QC 2; u* 0.703. Preliminary removal because large magnitude, isolated reversal, QC 2 indicate artifact risk."
MD,12/18/25 8:30,-21.13267,4.5048,12.11598,2.35211,4.761000000000024,0.680152,2,53,179.685,remove,"Very large winter-night NEE (-21.13); immediate neighbors 4.50/12.12; plot shows an isolated excursion (context -21.13 to 21.47); signal low (53); QC 2; u* 0.680. Preliminary removal because large magnitude, isolated reversal, QC 2 indicate artifact risk."
MD,12/18/25 17:00,-25.511372,19.47837,-8.1433687,4.43832,7.721000000000004,0.681088,0,61,177.201,remove,Very large winter-night NEE (-25.51); immediate neighbors 19.48/-8.14; plot shows a coherent run of 2 half-hours below -5 (context -25.51 to 19.48); signal moderate (61); QC 0; u* 0.681. Preliminary removal because large magnitude indicate artifact risk.
MD,12/18/25 17:30,-8.1433687,-25.511372,17.790153,0.577822,8.07,0.62606,1,61,187.562,remove,Modest winter-night NEE (-8.14); immediate neighbors -25.51/17.79; plot shows a coherent run of 2 half-hours below -5 (context -25.51 to 19.41); signal moderate (61); QC 1; u* 0.626. Conflicting evidence; unstable flux period.
MD,12/26/25 4:30,-13.983198,0.2050344,5.17759,4.26524e-5,-1.244,0.593218,1,91,111.735,remove,"Moderately large winter-night NEE (-13.98); immediate neighbors 0.21/5.18; plot shows an isolated excursion (context -13.98 to 5.18); signal strong (91); QC 1; u* 0.593. Preliminary removal because large magnitude, isolated reversal indicate artifact risk."
MD,12/26/25 8:00,-13.20468,-3.89683,2.18463,0.00153376,-0.412,0.327555,0,61,84.8268,remove,"Moderately large winter-night NEE (-13.20); immediate neighbors -3.90/2.18; plot context is unstable/extreme (-30.64 to 22.01); signal moderate (61); QC 0; u* 0.328. Preliminary removal because large magnitude, unstable surrounding fluxes indicate artifact risk."
MD,12/26/25 9:00,-14.93,2.18463,15.60219,1.76993,-0.38,0.49807,1,80,137.245,remove,"Moderately large winter-night NEE (-14.93); immediate neighbors 2.18/15.60; plot context is unstable/extreme (-30.64 to 22.01); signal acceptable (80); QC 1; u* 0.498. Preliminary removal because large magnitude, unstable surrounding fluxes indicate artifact risk."
MD,12/26/25 23:30,-10.00101,1.127001,-10.79407,0,0.079,0.12483,2,26,10.5982,remove,"Borderline-large winter-night NEE (-10.00); immediate neighbors 1.13/-10.79; plot shows a coherent run of 3 half-hours below -5 (context -11.89 to 2.16); signal very low (26); QC 2; u* 0.125. Preliminary removal because weak signal, QC 2, u* near/below the 0.19 review reference indicate artifact risk."
MD,12/28/25 3:30,-7.67273,-44.74744,-1.02733,0,-0.196,0.487388,2,41,113.489,keep,Modest winter-night NEE (-7.67); immediate neighbors -44.75/-1.03; plot context is unstable/extreme (-44.75 to 7.60); signal low (41); QC 2; u* 0.487. Conflicting evidence; Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,12/28/25 7:00,-13.62681,2.1969440000000002,-8.45246,0,1.2180000000000177,0.353925,1,39,113.551,remove,"Moderately large winter-night NEE (-13.63); immediate neighbors 2.20/-8.45; plot shows a coherent run of 2 half-hours below -5 (context -13.63 to 21.80); signal very low (39); QC 1; u* 0.354. Preliminary removal because large magnitude, weak signal indicate artifact risk."
MD,12/28/25 7:30,-8.45246,-13.62681,8.45353,0,1.3460000000000036,0.322898,2,46,87.1352,remove,"Modest winter-night NEE (-8.45); immediate neighbors -13.63/8.45; plot context is unstable/extreme (-13.63 to 121.39); signal low (46); QC 2; u* 0.323. Preliminary removal because weak signal, unstable surrounding fluxes, QC 2 indicate artifact risk."
MD,12/28/25 21:00,-20.29577,13.37442,16.45946,0,3.524000000000001,0.317685,1,31,125.101,remove,"Very large winter-night NEE (-20.30); immediate neighbors 13.37/16.46; plot context is unstable/extreme (-136.41 to 18.76); signal very low (31); QC 1; u* 0.318. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
MD,12/29/25 3:00,-8.19945,56.72234,0.054549999999999876,0,-0.038,1.07042,2,69,263.089,keep,Modest winter-night NEE (-8.20); immediate neighbors 56.72/0.05; plot context is unstable/extreme (-8.20 to 64.06); signal moderate (69); QC 2; u* 1.070. Conflicting evidence; Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
MD,12/31/25 4:00,-12.9471,5.92161,6.000966,1.74308e-4,-6.511,0.239464,2,NA,302.637,remove,"Moderately large winter-night NEE (-12.95); immediate neighbors 5.92/6.00; plot shows an isolated excursion (context -12.95 to 14.69); signal unavailable; QC 2; u* 0.239. Preliminary removal because large magnitude, missing signal, isolated reversal, QC 2 indicate artifact risk."
MD,12/31/25 6:30,-8.22805,-1.389438,2.905376,2.56407e-4,-6.3,0.261378,0,NA,292.618,keep,Modest winter-night NEE (-8.23); immediate neighbors -1.39/2.91; plot shows an isolated excursion (context -12.99 to 14.69); signal unavailable; QC 0; u* 0.261. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
